2010-02-08 00:00:00,1643690.9,1
2010-02-15 00:00:00,1641957.4399999997,1
2010-02-22 00:00:00,1611968.17,1
2010-03-01 00:00:00,1409727.5900000003,1
2010-03-08 00:00:00,1554806.68,1
2010-03-15 00:00:00,1439541.5900000005,1
2010-03-22 00:00:00,1472515.7899999998,1
2010-03-29 00:00:00,1404429.9200000004,1
2010-04-05 00:00:00,1594968.2799999998,1
2010-04-12 00:00:00,1545418.5300000005,1
2010-04-19 00:00:00,1466058.28,1
2010-04-26 00:00:00,1391256.12,1
2010-05-03 00:00:00,1425100.7100000002,1
2010-05-10 00:00:00,1603955.1200000003,1
2010-05-17 00:00:00,1494251.5000000002,1
2010-05-24 00:00:00,1399662.0700000003,1
2010-05-31 00:00:00,1432069.9500000002,1
2010-06-07 00:00:00,1615524.71,1
2010-06-14 00:00:00,1542561.09,1
2010-06-21 00:00:00,1503284.0599999998,1
2010-06-28 00:00:00,1422711.5999999996,1
2010-07-05 00:00:00,1492418.1399999997,1
2010-07-12 00:00:00,1546074.1799999997,1
2010-07-19 00:00:00,1448938.9200000002,1
2010-07-26 00:00:00,1385065.2000000004,1
2010-08-02 00:00:00,1371986.6,1
2010-08-09 00:00:00,1605491.7799999998,1
2010-08-16 00:00:00,1508237.7600000005,1
2010-08-23 00:00:00,1513080.49,1
2010-08-30 00:00:00,1449142.9200000004,1
2010-09-06 00:00:00,1540163.53,1
2010-09-13 00:00:00,1507460.6900000002,1
2010-09-20 00:00:00,1430378.67,1
2010-09-27 00:00:00,1351791.03,1
2010-10-04 00:00:00,1453329.4999999998,1
2010-10-11 00:00:00,1508239.93,1
2010-10-18 00:00:00,1459409.0999999996,1
2010-10-25 00:00:00,1345454.0,1
2010-11-01 00:00:00,1384209.2200000002,1
2010-11-08 00:00:00,1551659.2799999993,1
2010-11-15 00:00:00,1494479.4899999998,1
2010-11-22 00:00:00,1483784.1800000006,1
2010-11-29 00:00:00,1955624.1099999996,1
2010-12-06 00:00:00,1548033.7799999993,1
