2010-02-08 00:00:00,42.31,2.572,1
2010-02-15 00:00:00,38.51,2.548,1
2010-02-22 00:00:00,39.93,2.5140000000000002,1
2010-03-01 00:00:00,46.63,2.5610000000000004,1
2010-03-08 00:00:00,46.5,2.625,1
2010-03-15 00:00:00,57.79,2.667,1
2010-03-22 00:00:00,54.58,2.72,1
2010-03-29 00:00:00,51.45,2.7319999999999998,1
2010-04-05 00:00:00,62.27,2.719,1
2010-04-12 00:00:00,65.86,2.77,1
2010-04-19 00:00:00,66.32,2.8080000000000003,1
2010-04-26 00:00:00,64.84,2.795,1
2010-05-03 00:00:00,67.41,2.78,1
2010-05-10 00:00:00,72.55,2.835,1
2010-05-17 00:00:00,74.78,2.8539999999999996,1
2010-05-24 00:00:00,76.44,2.826,1
2010-05-31 00:00:00,80.44,2.759,1
2010-06-07 00:00:00,80.69,2.705,1
2010-06-14 00:00:00,80.43,2.668,1
2010-06-21 00:00:00,84.11,2.637,1
2010-06-28 00:00:00,84.34,2.653,1
2010-07-05 00:00:00,80.91,2.6689999999999996,1
2010-07-12 00:00:00,80.48,2.642,1
2010-07-19 00:00:00,83.15,2.623,1
2010-07-26 00:00:00,83.36,2.608,1
2010-08-02 00:00:00,81.84,2.64,1
2010-08-09 00:00:00,87.16,2.627,1
2010-08-16 00:00:00,87.0,2.6919999999999997,1
2010-08-23 00:00:00,86.65,2.6639999999999997,1
2010-08-30 00:00:00,85.22,2.6189999999999998,1
2010-09-06 00:00:00,81.21,2.577,1
2010-09-13 00:00:00,78.69,2.565,1
2010-09-20 00:00:00,82.11,2.582,1
2010-09-27 00:00:00,80.94,2.6239999999999997,1
2010-10-04 00:00:00,71.89,2.603,1
2010-10-11 00:00:00,63.93,2.633,1
2010-10-18 00:00:00,67.18,2.72,1
2010-10-25 00:00:00,69.86,2.725,1
2010-11-01 00:00:00,69.64,2.716,1
2010-11-08 00:00:00,58.74,2.6889999999999996,1
2010-11-15 00:00:00,59.61,2.728,1
2010-11-22 00:00:00,51.41,2.7710000000000004,1
2010-11-29 00:00:00,64.52,2.735,1
2010-12-06 00:00:00,49.27,2.708,1
2010-12-13 00:00:00,46.33,2.843,1
2010-12-20 00:00:00,49.84,2.8689999999999998,1
2010-12-27 00:00:00,52.33,2.886,1
2011-01-03 00:00:00,48.43,2.943,1
2011-01-10 00:00:00,48.27,2.9760000000000004,1
2011-01-17 00:00:00,35.4,2.983,1
2011-01-24 00:00:00,44.04,3.016,1
2011-01-31 00:00:00,43.83,3.01,1
2011-02-07 00:00:00,42.27,2.989,1
2011-02-14 00:00:00,36.39,3.022,1
2011-02-21 00:00:00,57.36,3.045,1
2011-02-28 00:00:00,62.9,3.065,1
2011-03-07 00:00:00,59.58,3.2880000000000003,1
2011-03-14 00:00:00,53.56,3.4589999999999996,1
2011-03-21 00:00:00,62.76,3.488,1
2011-03-28 00:00:00,69.97,3.4730000000000003,1
2011-04-04 00:00:00,59.17,3.5239999999999996,1
2011-04-11 00:00:00,67.84,3.622,1
2011-04-18 00:00:00,71.27,3.7430000000000003,1
2011-04-25 00:00:00,72.99,3.807,1
2011-05-02 00:00:00,72.03,3.81,1
2011-05-09 00:00:00,64.61,3.906,1
2011-05-16 00:00:00,75.64,3.8989999999999996,1
2011-05-23 00:00:00,67.63,3.907,1
2011-05-30 00:00:00,77.72,3.786,1
2011-06-06 00:00:00,83.0,3.699,1
2011-06-13 00:00:00,83.13,3.648,1
2011-06-20 00:00:00,86.41,3.637,1
2011-06-27 00:00:00,83.58,3.594,1
2011-07-04 00:00:00,85.55,3.5239999999999996,1
2011-07-11 00:00:00,85.83,3.48,1
2011-07-18 00:00:00,88.54,3.575,1
2011-07-25 00:00:00,85.77,3.6510000000000002,1
2011-08-01 00:00:00,86.83,3.682,1
2011-08-08 00:00:00,91.65,3.6839999999999997,1
2011-08-15 00:00:00,90.76,3.638,1
2011-08-22 00:00:00,89.94,3.554,1
2011-08-29 00:00:00,87.96,3.523,1
2011-09-05 00:00:00,87.83,3.533,1
2011-09-12 00:00:00,76.0,3.5460000000000003,1
2011-09-19 00:00:00,79.94,3.5260000000000002,1
2011-09-26 00:00:00,75.8,3.467,1
2011-10-03 00:00:00,79.69,3.355,1
2011-10-10 00:00:00,69.31,3.285,1
2011-10-17 00:00:00,71.74,3.2739999999999996,1
2011-10-24 00:00:00,63.71,3.353,1
2011-10-31 00:00:00,66.57,3.372,1
2011-11-07 00:00:00,54.98,3.332,1
2011-11-14 00:00:00,59.11,3.2969999999999997,1
2011-11-21 00:00:00,62.25,3.3080000000000003,1
2011-11-28 00:00:00,60.14,3.236,1
